month-year,net sales/income from operations,other operating income,total income from operations,consumption of raw materials,purchase of traded goods,increase/decrease in stocks,power fuel,employees cost,depreciation,excise duty,admin. and selling expenses,r d expenses,provisions and contingencies,exp. capitalised,other expenses,p/l before other inc. int.excpt. items tax,other income,p/l before int.excpt. items tax,interest,p/l before exceptional items tax,exceptional items,p/l before tax,tax,p/l after tax from ordinary activities,prior year adjustments,extra ordinary items,net profit/(loss) for the period,equity share capital,reserves excluding revaluation reserves,equity dividend rate (%),basic eps,diluted eps,basic eps.,diluted eps.,no of shares (crores),share holding (%),- number of shares (crores),- per. of shares (as a % of the total sh. of prom. and promoter group),- per. of shares (as a % of the total share cap. of the company),- number of shares (crores).,- per. of shares (as a % of the total sh. of prom. and promoter group).,- per. of shares (as a % of the total share cap. of the company).,stock_name
Mar '18,"3,896.39",--,"3,896.39",--,--,--,--,231.89,12.85,--,--,--,--,--,"3,280.48",371.17,226.67,597.84,64.53,533.31,--,533.31,142.45,390.86,--,--,390.86,94.05,"3,657.39",204.57,40.01,40.01,40.01,40.01,--,--,--,--,--,--,--,--,IRCON INTERNATI
Mar '17,"3,024.23",--,"3,024.23",--,--,--,--,150.37,17.87,--,--,--,--,--,"2,567.73",288.26,230.20,518.46,60.61,457.85,--,457.85,162.69,295.16,--,--,295.16,98.98,"3,728.85",550.00,37.27,37.27,37.27,37.27,--,--,--,--,--,--,--,--,IRCON INTERNATI
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IRCON INTERNATI
Mar '21,783.05,--,783.05,31.56,13.92,2.42,--,206.61,46.28,--,--,--,1.23,--,337.02,144.00,85.64,229.64,8.15,221.49,39.40,260.89,70.99,189.90,--,--,189.90,160.00,"1,306.95",50.00,11.87,11.87,11.87,11.87,--,--,--,--,--,--,--,--,IRCTC
Mar '20,"2,275.48",--,"2,275.48",109.93,28.58,-0.70,--,244.01,39.94,--,--,--,--,--,"1,180.27",673.46,78.05,751.51,7.27,744.24,1.11,745.35,216.78,528.57,--,--,528.57,160.00,"1,167.82",125.00,33.04,33.04,33.04,33.04,--,--,--,--,--,--,--,--,IRCTC
Mar '19,"1,866.29",1.60,"1,867.88",93.31,30.95,-0.15,--,195.06,28.64,--,--,--,--,--,"1,176.54",343.53,88.78,432.31,2.35,429.96,--,429.96,157.37,272.60,--,--,272.60,160.00,911.02,76.48,17.04,17.04,17.04,17.04,--,--,--,--,--,--,--,--,IRCTC
Mar '18,"1,462.29",1.53,"1,463.81",95.29,158.05,-0.27,--,192.15,23.66,--,--,--,--,--,731.76,263.16,75.98,339.14,2.91,336.24,5.25,341.48,119.46,222.02,--,--,222.02,40.00,905.37,222.00,55.51,55.51,55.51,55.51,--,--,--,--,--,--,--,--,IRCTC
Mar '17,"1,415.63",1.26,"1,416.89",95.94,114.93,0.63,--,182.60,22.41,--,--,--,--,--,836.47,163.90,163.69,327.60,2.54,325.06,3.41,328.47,116.76,211.71,--,--,211.71,40.00,738.34,212.00,52.93,52.93,52.93,52.93,--,--,--,--,--,--,--,--,IRCTC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IRCTC
Mar '21,"45,111.81",373.30,"45,485.11","13,605.07","6,896.40",-526.86,--,"2,820.95","1,561.83",--,--,--,--,--,"7,167.09","13,960.63","3,250.99","17,211.62",47.47,"17,164.15",--,"17,164.15","4,229.66","12,934.49",--,--,"12,934.49","1,230.88","56,067.18","1,075.00",10.59,10.59,10.59,10.59,--,--,--,--,--,--,--,--,ITC
Mar '20,"45,136.08",483.62,"45,619.70","13,121.76","4,289.71",-176.34,--,"2,658.21","1,563.27",--,--,--,--,--,"7,822.11","16,340.98","3,013.66","19,354.64",55.72,"19,298.92",-132.11,"19,166.81","4,030.76","15,136.05",--,--,"15,136.05","1,229.22","60,777.76","1,015.00",12.33,12.31,12.33,12.31,--,--,--,--,--,--,--,--,ITC
Mar '19,"44,432.67",562.98,"44,995.65","13,184.97","4,300.32",-180.14,--,"2,728.44","1,311.70",--,--,--,--,--,"7,656.55","15,993.81","2,484.54","18,478.35",34.19,"18,444.16",--,"18,444.16","5,979.84","12,464.32",--,--,"12,464.32","1,225.86","54,725.99",575.00,10.19,10.13,10.19,10.13,--,--,--,--,--,--,--,--,ITC
Mar '18,"40,254.67",372.87,"40,627.54","11,756.21","2,991.98","1,041.85",--,"2,487.46","1,145.37",--,--,--,--,--,"6,809.06","14,395.61","2,129.84","16,525.45",86.65,"16,438.80",412.90,"16,851.70","5,628.45","11,223.25",--,--,"11,223.25","1,220.43","50,179.64",515.00,9.22,9.16,9.22,9.16,--,--,--,--,--,--,--,--,ITC
Mar '17,"40,088.68",--,"40,088.68","11,765.56","3,566.57",644.17,--,"2,444.31","1,038.04",--,--,--,--,--,"7,090.03","13,540.00","1,985.91","15,525.91",22.95,"15,502.96",--,"15,502.96","5,302.06","10,200.90",--,--,"10,200.90","1,214.74","44,126.22",475.00,8.43,8.38,8.43,8.38,--,--,--,--,--,--,--,--,ITC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ITC
Mar '21,"2,362.18",--,"2,362.18","1,647.97",270.13,-8.55,--,290.44,41.85,--,--,--,--,--,110.93,9.41,161.38,170.79,159.59,11.20,--,11.20,--,11.20,--,--,11.20,933.52,"1,486.53",--,0.12,0.12,0.12,0.12,--,--,--,--,--,--,--,--,ITI
Mar '20,"2,058.87",--,"2,058.87","1,202.55",418.68,-40.29,--,230.82,41.89,--,--,--,--,--,97.41,107.81,183.71,291.52,140.66,150.86,--,150.86,--,150.86,--,--,150.86,925.12,-923.91,--,1.57,1.57,1.57,1.57,--,--,--,--,--,--,--,--,ITI
Mar '19,"1,668.37",--,"1,668.37","1,067.65",321.64,-11.29,--,204.22,37.09,--,--,--,--,--,186.52,-137.46,336.47,199.01,106.47,92.54,--,92.54,--,92.54,--,--,92.54,897.00,"-1,492.88",--,0.95,0.95,0.95,0.95,--,--,--,--,--,--,--,--,ITI
Mar '18,"1,475.15",--,"1,475.15",839.52,231.98,11.77,--,225.50,24.86,--,--,--,--,--,85.00,56.52,327.45,383.97,153.41,230.56,--,230.56,--,230.56,--,--,230.56,760.00,"-1,608.24",--,3.23,3.23,3.23,3.23,--,--,--,--,--,--,--,--,ITI
Mar '17,"1,528.12",--,"1,528.12",734.66,512.19,-17.62,--,262.14,16.94,--,--,--,--,--,102.65,-82.84,375.87,293.03,152.62,140.41,--,140.41,--,140.41,-0.24,164.71,304.88,560.00,"-1,848.96",--,2.76,2.76,6.77,6.77,--,--,--,--,--,--,--,--,ITI
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ITI
Mar '21,137.78,--,137.78,--,--,--,--,37.80,11.57,--,--,--,1.95,--,24.70,61.77,628.98,690.75,25.13,665.62,--,665.62,25.25,640.37,--,--,640.37,17.58,"2,412.14","1,500.00",73.25,72.41,73.25,72.41,--,--,--,--,--,--,--,--,IWML
Mar '20,216.26,--,216.26,--,--,--,--,36.82,11.39,--,--,--,0.01,--,35.55,132.49,194.61,327.10,47.79,279.31,--,279.31,29.26,250.05,--,-56.57,193.48,17.44,"2,308.60","3,000.00",22.47,21.95,22.47,21.95,--,--,--,--,--,--,--,--,IWML
Mar '19,482.27,--,482.27,--,--,--,--,201.34,17.29,--,--,--,-0.36,--,163.22,100.78,110.94,211.72,14.49,197.24,--,197.24,45.45,151.78,--,--,151.78,16.90,"2,203.23",250.00,18.09,17.57,18.09,17.57,--,--,--,--,--,--,--,--,IWML
Mar '18,617.68,--,617.68,--,--,--,--,273.85,12.68,--,--,--,-1.00,--,164.22,167.93,101.10,269.02,61.16,207.86,--,207.86,49.55,158.31,--,--,158.31,15.95,"1,385.15",492.00,20.01,19.37,20.01,19.37,--,--,--,--,--,--,--,--,IWML
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IWML
Mar '21,"6,328.28",--,"6,328.28",965.17,66.40,19.47,--,412.14,244.68,--,--,--,--,--,"3,351.20","1,269.22",113.36,"1,382.57",223.16,"1,159.41",-166.87,992.55,389.72,602.83,--,--,602.83,77.27,"3,655.82",150.00,78.02,78.02,78.02,78.02,--,--,--,--,--,--,--,--,J. K. CEMENT
Mar '20,"5,463.77",--,"5,463.77",867.71,59.55,-66.53,784.72,390.90,214.39,--,--,--,--,--,"2,245.89",967.14,85.88,"1,053.03",222.87,830.16,-178.15,652.01,251.64,400.38,--,--,400.38,77.27,"3,051.63",75.00,51.82,51.82,51.82,51.82,--,--,--,--,--,--,--,--,J. K. CEMENT
Mar '19,"4,919.19",62.11,"4,981.30",821.22,21.54,-4.72,"1,052.32",353.50,194.37,--,--,--,--,--,"1,927.33",615.75,79.91,695.66,222.09,473.57,--,473.57,148.68,324.90,--,--,324.90,77.27,"2,815.54",100.00,45.28,45.28,45.28,45.28,--,--,--,--,--,--,--,--,J. K. CEMENT
Mar '18,"4,591.21",--,"4,591.21",730.38,0.85,42.01,889.69,325.46,186.27,--,--,--,--,--,"1,842.17",574.40,127.65,702.04,245.35,456.69,-16.96,439.73,97.85,341.87,--,--,341.87,69.93,"2,077.42",100.00,48.89,48.89,48.89,48.89,--,--,--,--,--,--,--,--,J. K. CEMENT
Mar '17,"3,704.40",92.87,"3,797.27",695.53,0.93,-3.26,625.26,275.46,176.10,--,--,--,--,--,"1,469.05",558.21,51.19,609.40,265.65,343.75,-19.32,324.43,64.86,259.58,--,--,259.58,69.93,"1,801.60",80.00,37.12,37.12,37.12,37.12,--,--,--,--,--,--,--,--,J. K. CEMENT
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,J. K. CEMENT
Mar '21,"1,052.71",--,"1,052.71",674.01,6.33,-35.31,--,106.68,33.99,--,--,--,--,--,173.95,93.05,14.02,107.07,4.42,102.65,--,102.65,25.93,76.72,--,--,76.72,39.83,548.88,75.00,1.93,1.95,1.93,1.95,--,--,--,--,--,--,--,--,JAMNA AUTO
Mar '20,"1,058.82",--,"1,058.82",617.07,--,52.08,--,107.77,38.80,--,--,--,--,--,181.66,61.44,19.86,81.29,12.74,68.55,--,68.55,20.63,47.92,--,--,47.92,39.83,481.92,40.00,1.20,1.20,1.20,1.20,--,--,--,--,--,--,--,--,JAMNA AUTO
Mar '19,"2,045.53",--,"2,045.53","1,392.23",--,-56.48,--,150.25,44.11,--,--,--,--,--,326.92,188.50,36.46,224.97,21.64,203.32,--,203.32,63.54,139.78,--,--,139.78,39.83,474.67,95.00,3.51,3.51,3.51,3.51,--,--,--,--,--,--,--,--,JAMNA AUTO
Mar '18,"1,608.55",--,"1,608.55","1,034.07",--,-7.61,88.87,121.47,39.41,--,--,--,--,--,181.09,151.26,39.05,190.30,15.31,174.99,--,174.99,49.65,125.34,--,--,125.34,39.83,386.69,85.00,3.15,3.14,3.15,3.14,--,--,--,--,--,--,--,--,JAMNA AUTO
Mar '17,"1,087.37",--,"1,087.37",677.88,--,-10.71,63.76,95.65,46.44,--,--,--,--,--,130.48,83.87,55.43,139.30,9.16,130.14,--,130.14,26.77,103.37,--,--,103.37,39.83,295.37,70.00,12.99,12.96,12.99,12.96,--,--,--,--,--,--,--,--,JAMNA AUTO
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JAMNA AUTO
Mar '21,"1,892.00",--,"1,892.00",542.17,99.29,-15.70,--,305.98,67.36,--,--,--,--,--,403.89,489.01,111.89,600.90,7.19,593.71,--,593.71,146.62,447.08,--,--,447.08,15.46,"1,791.00",825.00,57.85,57.85,57.85,57.85,--,--,--,--,--,--,--,--,JB CHEMICALS
Mar '20,"1,640.74",--,"1,640.74",452.10,114.50,2.53,--,293.78,65.09,--,--,--,--,--,409.59,303.15,49.34,352.50,2.94,349.56,-10.00,339.56,71.42,268.14,--,--,268.14,15.46,"1,429.83",550.00,33.70,33.70,33.70,33.70,--,--,--,--,--,--,--,--,JB CHEMICALS
Mar '19,"1,501.19",--,"1,501.19",453.75,104.26,-21.66,--,257.98,54.82,--,--,--,--,--,418.86,233.17,40.23,273.39,4.12,269.28,--,269.28,87.22,182.06,--,--,182.06,16.05,"1,468.52",250.00,22.15,22.15,22.15,22.15,--,--,--,--,--,--,--,--,JB CHEMICALS
Mar '18,"1,254.73",--,"1,254.73",387.82,93.84,-0.39,--,217.39,55.95,--,--,--,--,--,352.92,147.20,35.26,182.46,3.41,179.04,--,179.04,51.04,128.00,--,--,128.00,16.71,"1,436.67",100.00,15.24,15.24,15.24,15.24,--,--,--,--,--,--,--,--,JB CHEMICALS
Mar '17,"1,198.69",--,"1,198.69",367.09,96.24,-18.05,--,187.86,46.26,--,--,--,--,--,343.39,175.89,45.89,221.78,5.00,216.78,--,216.78,43.82,172.96,--,--,172.96,16.96,"1,370.90",50.00,20.07,20.07,20.07,20.07,--,--,--,--,--,--,--,--,JB CHEMICALS
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JB CHEMICALS
Mar '21,"8,399.70",--,"8,399.70","5,344.78",312.17,-39.47,649.39,179.78,265.89,--,--,--,--,--,950.48,736.68,95.26,831.94,235.71,596.23,40.07,636.30,158.52,477.78,--,--,477.78,47.19,"2,267.82",--,20.25,20.25,20.25,20.25,--,--,--,--,--,--,--,--,JINDAL (HISAR)
Mar '20,"8,339.69",--,"8,339.69","5,312.74",179.36,-1.50,761.54,178.03,273.16,--,--,--,--,--,"1,047.75",588.61,97.88,686.49,303.64,382.85,18.71,401.56,81.23,320.33,--,--,320.33,47.19,"1,789.06",--,13.58,13.58,13.58,13.58,--,--,--,--,--,--,--,--,JINDAL (HISAR)
Mar '19,"8,956.40",--,"8,956.40","5,783.64",125.58,-48.31,881.69,164.91,275.78,--,--,--,--,--,"1,149.28",623.83,95.67,719.50,347.56,371.94,31.81,403.75,142.10,261.65,--,--,261.65,47.19,"1,469.52",--,11.09,11.09,11.09,11.09,--,--,--,--,--,--,--,--,JINDAL (HISAR)
Mar '18,"9,258.67",--,"9,258.67","5,544.47",537.31,58.38,797.29,169.93,266.60,--,--,--,--,--,"1,011.80",872.89,112.20,985.09,395.45,589.64,18.44,608.08,212.38,395.70,--,--,395.70,47.19,"1,208.82",--,16.77,16.77,16.77,16.77,--,--,--,--,--,--,--,--,JINDAL (HISAR)
Mar '17,"6,889.81",--,"6,889.81","4,412.34",81.25,-202.99,626.82,144.61,265.24,--,--,--,--,--,903.48,659.06,60.70,719.76,411.93,307.83,18.02,325.85,107.83,218.02,--,--,218.02,47.19,814.87,--,9.32,9.24,9.32,9.24,--,--,--,--,--,--,--,--,JINDAL (HISAR)
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JINDAL (HISAR)
Mar '21,"8,631.81",--,"8,631.81","5,156.22",22.41,-69.06,--,685.37,345.98,--,--,--,--,--,"1,857.78",633.11,277.99,911.10,404.33,506.77,--,506.77,177.72,329.05,--,--,329.05,63.95,"7,074.23",100.00,10.34,10.34,10.34,10.34,--,--,--,--,--,--,--,--,JINDAL SAW
Mar '20,"10,128.72",--,"10,128.72","5,715.63",293.47,267.50,--,656.30,310.38,--,--,--,--,--,"1,842.16","1,043.28",198.72,"1,242.00",515.57,726.43,-134.83,591.60,-2.86,594.46,--,--,594.46,63.95,"6,798.59",100.00,18.59,18.59,18.59,18.59,--,--,--,--,--,--,--,--,JINDAL SAW
Mar '19,"9,829.49",--,"9,829.49","5,914.89",469.77,-113.99,--,577.17,281.42,--,--,--,--,--,"1,686.22","1,014.01",221.10,"1,235.11",496.11,739.00,--,739.00,240.91,498.09,--,1.98,500.07,63.95,"6,301.56",100.00,15.64,15.64,15.64,15.64,--,--,--,--,--,--,--,--,JINDAL SAW
Mar '18,"7,281.55",--,"7,281.55","4,505.32",--,-225.48,--,513.36,256.17,--,--,--,--,--,"1,449.65",782.53,220.97,"1,003.50",415.11,588.39,--,588.39,194.09,394.30,--,-8.51,385.79,63.95,"5,849.08",60.00,12.06,12.06,12.06,12.06,--,--,--,--,--,--,--,--,JINDAL SAW
Mar '17,"5,695.72",--,"5,695.72","3,110.36",--,-103.19,--,465.50,239.36,--,--,--,--,--,"1,319.25",664.44,217.39,881.83,379.90,501.93,-31.22,470.71,163.01,307.70,--,--,307.70,63.95,"5,499.91",50.00,9.62,9.62,9.62,9.62,--,--,--,--,--,--,--,--,JINDAL SAW
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JINDAL SAW
Mar '21,"11,679.14",--,"11,679.14","7,293.69",236.95,-98.81,618.24,148.79,373.42,--,--,--,--,--,"2,084.43","1,022.43",42.30,"1,064.73",463.70,601.03,99.39,700.42,272.50,427.92,--,--,427.92,97.45,"3,001.61",--,8.78,8.65,8.78,8.65,--,--,--,--,--,--,--,--,JINDAL STAINLES
Mar '20,"12,320.11",--,"12,320.11","7,643.88",487.86,-70.05,768.93,147.57,408.86,--,--,--,--,--,"2,167.10",765.96,36.98,802.94,566.89,236.05,8.31,244.36,91.48,152.88,--,--,152.88,97.45,"2,559.87",--,3.16,3.16,3.16,3.16,--,--,--,--,--,--,--,--,JINDAL STAINLES
Mar '19,"12,585.01",--,"12,585.01","7,987.70",698.08,-236.34,732.38,136.65,335.08,--,--,--,--,--,"2,130.60",800.86,27.58,828.44,614.09,214.35,6.31,220.66,81.62,139.04,--,--,139.04,95.84,"2,378.67",--,2.90,2.90,2.90,2.90,--,--,--,--,--,--,--,--,JINDAL STAINLES
Mar '18,"10,784.55",--,"10,784.55","6,041.87",713.33,129.31,690.42,136.97,303.84,--,--,--,--,--,"1,791.72",977.09,45.41,"1,022.50",540.63,481.87,1.37,483.24,164.97,318.27,--,--,318.27,95.84,"2,255.78",--,7.06,5.80,7.06,5.80,--,--,--,--,--,--,--,--,JINDAL STAINLES
Mar '17,"8,311.28",--,"8,311.28","4,953.76",146.72,-123.93,529.71,102.46,307.98,--,--,--,--,--,"1,595.86",798.72,25.55,824.27,761.69,62.58,26.13,88.71,30.37,58.34,--,--,58.34,79.89,"1,636.31",--,1.63,1.63,1.63,1.63,--,--,--,--,--,--,--,--,JINDAL STAINLES
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JINDAL STAINLES
Mar '21,"33,307.83",--,"33,307.83","8,751.83","1,545.66",183.04,--,675.86,"2,243.45",--,--,--,--,--,"9,096.53","10,811.46",666.11,"11,477.57","2,186.54","9,291.03",-171.81,"9,119.22","1,964.91","7,154.31",--,--,"7,154.31",102.00,"32,540.11",--,70.14,70.14,70.14,70.14,--,--,--,--,--,--,--,--,JINDAL STEEL
Mar '20,"26,228.25",--,"26,228.25","10,687.67",882.46,-198.06,--,678.67,"2,287.08",--,--,--,--,--,"8,400.20","3,490.23",--,"3,490.23","2,610.61",879.62,--,879.62,261.95,617.67,--,--,617.67,102.00,"23,607.07",--,6.09,6.09,6.09,6.09,--,--,--,--,--,--,--,--,JINDAL STEEL
Mar '19,"27,431.50",284.47,"27,715.97","11,902.71","1,124.57",-109.71,--,619.77,"2,307.06",--,--,--,--,--,"8,161.66","3,709.91",14.45,"3,724.36","2,895.76",828.60,"-1,398.38",-569.78,-306.88,-262.90,--,--,-262.90,96.79,"22,446.97",--,-2.72,-2.72,-2.72,-2.72,--,--,--,--,--,--,--,--,JINDAL STEEL
Mar '18,"16,861.03",204.14,"17,065.17","6,915.13",201.44,-279.21,--,525.18,"1,909.66",--,--,--,--,--,"5,729.58","2,063.39",--,"2,063.39","2,391.15",-327.76,-344.02,-671.78,-310.17,-361.61,--,--,-361.61,96.79,"22,690.97",--,-3.95,-3.95,-3.95,-3.95,--,--,--,--,--,--,--,--,JINDAL STEEL
Mar '17,"13,418.88",429.22,"13,848.10","5,026.64",132.04,332.31,--,531.60,"2,043.65",--,--,--,--,--,"4,967.32",814.54,8.88,823.42,"2,280.40","-1,456.98",--,"-1,456.98",-470.53,-986.45,--,--,-986.45,91.50,"21,674.70",--,-10.78,-10.78,-10.78,-10.78,--,--,--,--,--,--,--,--,JINDAL STEEL
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JINDAL STEEL
Mar '21,"4,384.71",--,"4,384.71",671.84,355.61,56.44,779.77,326.98,194.19,--,--,--,--,--,"1,404.32",595.56,74.47,670.03,142.52,527.51,-30.92,496.59,132.77,363.82,--,--,363.82,58.85,"2,020.07",75.00,30.92,30.92,30.92,30.92,--,--,--,--,--,--,--,--,JK LAKSHMI CEM
Mar '20,"4,043.50",--,"4,043.50",611.35,312.01,-72.03,843.85,311.95,188.35,--,--,--,--,--,"1,363.99",484.03,50.08,534.11,164.42,369.69,-30.23,339.46,104.23,235.23,--,--,235.23,58.85,"1,653.83",50.00,19.99,19.99,19.99,19.99,--,--,--,--,--,--,--,--,JK LAKSHMI CEM
Mar '19,"3,882.34",--,"3,882.34",714.99,169.79,83.93,919.81,259.86,179.39,--,--,--,--,--,"1,318.96",235.61,56.26,291.87,187.44,104.43,--,104.43,24.87,79.56,--,--,79.56,58.85,"1,463.82",15.00,6.76,6.76,6.76,6.76,--,--,--,--,--,--,--,--,JK LAKSHMI CEM
Mar '18,"3,412.15",--,"3,412.15",584.15,242.20,-47.97,795.87,234.95,179.27,--,--,--,--,--,"1,191.59",232.09,68.10,300.19,197.48,102.71,--,102.71,18.75,83.96,--,--,83.96,58.85,"1,394.36",15.00,7.14,7.14,7.14,7.14,--,--,--,--,--,--,--,--,JK LAKSHMI CEM
Mar '17,"2,910.41",--,"2,910.41",524.94,224.26,12.76,566.95,208.39,172.37,--,--,--,--,--,"1,007.70",193.04,69.81,262.85,188.65,74.20,--,74.20,-7.80,82.00,--,--,82.00,58.85,"1,322.84",15.00,6.97,6.97,6.97,6.97,--,--,--,--,--,--,--,--,JK LAKSHMI CEM
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JK LAKSHMI CEM
Mar '21,"2,741.60",--,"2,741.60","1,032.55",264.57,91.23,243.15,260.33,153.62,--,--,--,--,--,218.52,477.63,70.16,547.79,94.37,453.42,--,453.42,131.23,322.19,--,--,322.19,169.40,"2,430.82",40.00,18.68,18.68,18.68,18.68,--,--,--,--,--,--,--,--,JK PAPER
Mar '20,"3,054.30",--,"3,054.30","1,216.87",279.90,-123.60,261.32,277.20,143.56,--,--,--,--,--,238.81,760.24,81.16,841.40,122.81,718.59,--,718.59,225.88,492.71,--,--,492.71,178.24,"2,189.81",40.00,27.64,27.64,27.64,27.64,--,--,--,--,--,--,--,--,JK PAPER
Mar '19,"3,256.30",--,"3,256.30","1,278.11",301.53,47.19,258.67,262.26,125.30,--,--,--,--,--,238.26,744.98,55.77,800.75,122.40,678.35,--,678.35,241.15,437.20,--,--,437.20,178.24,"1,862.97",35.00,24.57,24.51,24.57,24.51,--,--,--,--,--,--,--,--,JK PAPER
Mar '18,"2,844.27",--,"2,844.27","1,254.37",284.48,-10.36,245.59,231.71,120.88,--,--,--,--,--,225.16,492.44,25.77,518.21,143.02,375.19,--,375.19,115.05,260.14,--,--,260.14,175.50,"1,470.09",25.00,15.29,14.65,15.29,14.65,--,--,--,--,--,--,--,--,JK PAPER
Mar '17,"2,628.61",--,"2,628.61","1,268.40",222.66,-4.69,212.38,217.97,119.53,--,--,--,--,--,199.46,392.90,26.45,419.35,187.64,231.71,--,231.71,68.88,162.83,--,--,162.83,155.96,"1,165.56",15.00,10.79,9.45,10.79,9.45,--,--,--,--,--,--,--,--,JK PAPER
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JK PAPER
Mar '21,"6,134.52",--,"6,134.52","3,255.87",451.65,84.52,--,547.99,245.99,--,--,--,--,--,943.48,605.02,35.60,640.62,266.27,374.35,21.21,395.56,139.11,256.45,--,--,256.45,49.25,"2,349.14",100.00,10.42,10.42,10.42,10.42,--,--,--,--,--,--,--,--,JK TYRE & IND
Mar '20,"6,094.84",--,"6,094.84","3,157.83",769.42,-40.98,--,553.76,242.39,--,--,--,--,--,"1,002.57",409.85,25.39,435.24,342.92,92.32,-7.15,85.17,-143.49,228.66,--,--,228.66,49.25,"2,113.25",35.00,9.29,9.29,9.29,9.29,--,--,--,--,--,--,--,--,JK TYRE & IND
Mar '19,"7,613.35",--,"7,613.35","4,071.30","1,273.24",-180.24,--,560.36,188.36,--,--,--,--,--,"1,157.49",542.84,76.32,619.16,316.28,302.88,1.80,304.68,100.28,204.40,--,--,204.40,49.24,"1,945.88",75.00,9.01,9.01,9.01,9.01,--,--,--,--,--,--,--,--,JK TYRE & IND
Mar '18,"6,453.35",--,"6,453.35","3,748.74",667.96,-69.80,--,523.60,175.13,--,--,--,--,--,"1,095.51",312.21,32.45,344.66,274.12,70.54,-6.69,63.85,20.76,43.09,--,--,43.09,45.36,"1,598.93",75.00,1.90,1.90,1.90,1.90,--,--,--,--,--,--,--,--,JK TYRE & IND
Mar '17,"5,910.52",68.60,"5,979.12","3,200.17",565.53,-68.74,--,534.90,183.58,--,--,--,--,--,"1,001.30",562.38,59.66,622.04,267.58,354.46,105.24,459.70,127.57,332.13,--,--,332.13,45.36,"1,628.59",125.00,14.64,14.64,14.64,14.64,--,--,--,--,--,--,--,--,JK TYRE & IND
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JK TYRE & IND
Mar '21,346.28,--,346.28,--,--,--,--,84.31,11.92,--,--,--,4.75,--,49.36,195.94,28.13,224.07,7.24,216.83,--,216.83,41.60,175.23,--,--,175.23,95.27,"3,378.89",50.00,1.88,1.88,1.88,1.88,--,--,--,--,--,--,--,--,JM FINANCIAL
Mar '20,256.55,--,256.55,--,--,--,--,66.83,12.18,--,--,--,2.32,--,57.48,117.74,46.52,164.26,7.81,156.45,--,156.45,29.14,127.31,--,--,127.31,84.12,"2,457.25",20.00,1.51,1.51,1.51,1.51,--,--,--,--,--,--,--,--,JM FINANCIAL
Mar '19,143.08,--,143.08,--,--,--,--,74.12,1.86,--,--,--,--,--,60.64,6.45,128.81,135.26,19.56,115.70,--,115.70,4.40,111.30,--,--,111.30,83.99,"2,363.64",100.00,1.33,1.32,1.33,1.32,--,--,--,--,--,--,--,--,JM FINANCIAL
Mar '18,114.03,--,114.03,--,--,--,--,32.93,1.02,--,--,--,--,--,26.18,53.90,130.15,184.06,34.54,149.51,--,149.51,13.35,136.16,--,--,136.16,83.79,"2,407.24",180.00,1.70,1.69,1.70,1.69,--,--,--,--,--,--,--,--,JM FINANCIAL
Mar '17,114.46,47.73,162.19,--,--,--,--,8.25,0.67,--,--,--,--,--,7.50,145.77,0.76,146.54,39.60,106.93,--,106.93,0.21,106.73,--,--,106.73,79.45,"1,646.07",150.00,1.35,1.34,1.35,1.34,--,--,--,--,--,--,--,--,JM FINANCIAL
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JM FINANCIAL
Mar '21,"1,646.54",--,"1,646.54",746.48,212.78,72.39,--,167.34,75.48,--,--,--,--,--,330.09,41.98,7.90,49.88,13.56,36.32,7.11,43.43,10.33,33.10,--,--,33.10,27.19,694.66,--,12.20,12.20,12.20,12.20,--,--,--,--,--,--,--,--,JOHNSON CONTROL
Mar '20,"2,197.37",--,"2,197.37","1,186.59",377.79,-167.02,--,174.54,56.29,--,--,--,--,--,453.25,115.93,8.15,124.08,5.02,119.06,-0.75,118.31,34.78,83.53,--,--,83.53,27.19,661.33,--,30.70,30.70,30.70,30.70,--,--,--,--,--,--,--,--,JOHNSON CONTROL
